"","date","datatype","GHCND:JA000047412","GHCND:USC00118740","GHCND:KSM00047101"
"257","2015-09-14T00:00:00",NA,NA,0,NA
"258","2015-09-15T00:00:00",NA,NA,0,NA
"259","2015-09-16T00:00:00",NA,NA,0,NA
"260","2015-09-17T00:00:00",NA,NA,0,NA
"261","2015-09-18T00:00:00",NA,NA,0,NA
"262","2015-09-19T00:00:00",NA,NA,0,NA
"263","2015-09-20T00:00:00",NA,NA,0,NA
"264","2015-09-21T00:00:00",NA,NA,0,NA
"265","2015-09-22T00:00:00",NA,NA,0,NA
"266","2015-09-23T00:00:00",NA,NA,0,NA
"267","2015-09-24T00:00:00",NA,NA,0,NA
"268","2015-09-25T00:00:00",NA,NA,0,NA
"269","2015-09-26T00:00:00",NA,NA,0,NA
"270","2015-09-27T00:00:00",NA,NA,0,NA
"271","2015-09-28T00:00:00",NA,NA,0,NA
"272","2015-09-29T00:00:00",NA,NA,0,NA
"273","2015-09-30T00:00:00",NA,NA,0,NA
"274","2015-10-01T00:00:00",NA,NA,0,NA
"275","2015-10-02T00:00:00",NA,NA,0,NA
"276","2015-10-03T00:00:00",NA,NA,0,NA
"277","2015-10-04T00:00:00",NA,NA,0,NA
"278","2015-10-05T00:00:00",NA,NA,0,NA
"279","2015-10-06T00:00:00",NA,NA,0,NA
"280","2015-10-07T00:00:00",NA,NA,0,NA
"281","2015-10-08T00:00:00",NA,NA,0,NA
"282","2015-10-09T00:00:00",NA,NA,0,NA
"283","2015-10-10T00:00:00",NA,NA,0,NA
"284","2015-10-11T00:00:00",NA,NA,0,NA
"285","2015-10-12T00:00:00",NA,NA,0,NA
"286","2015-10-13T00:00:00",NA,NA,0,NA
"287","2015-10-14T00:00:00",NA,NA,0,NA
"288","2015-10-15T00:00:00",NA,NA,0,NA
"289","2015-10-16T00:00:00",NA,NA,0,NA
"290","2015-10-17T00:00:00",NA,NA,0,NA
"291","2015-10-18T00:00:00",NA,NA,0,NA
"292","2015-10-19T00:00:00",NA,NA,0,NA
"293","2015-10-20T00:00:00",NA,NA,0,NA
"294","2015-10-21T00:00:00",NA,NA,0,NA
"295","2015-10-22T00:00:00",NA,NA,0,NA
"296","2015-10-23T00:00:00",NA,NA,0,NA
"297","2015-10-24T00:00:00",NA,NA,0,NA
"298","2015-10-25T00:00:00",NA,NA,0,NA
"299","2015-10-26T00:00:00",NA,NA,0,NA
"300","2015-10-27T00:00:00",NA,NA,0,NA
"301","2015-10-28T00:00:00",NA,NA,0,NA
"302","2015-10-29T00:00:00",NA,NA,0,NA
"303","2015-10-30T00:00:00",NA,NA,0,NA
"304","2015-10-31T00:00:00",NA,NA,0,NA
"305","2015-11-01T00:00:00",NA,NA,0,NA
"306","2015-11-02T00:00:00",NA,NA,0,NA
"307","2015-11-03T00:00:00",NA,NA,0,NA
"308","2015-11-04T00:00:00",NA,NA,0,NA
"309","2015-11-05T00:00:00",NA,NA,0,NA
"310","2015-11-06T00:00:00",NA,NA,0,NA
"311","2015-11-07T00:00:00",NA,NA,0,NA
"312","2015-11-08T00:00:00",NA,NA,0,NA
"313","2015-11-09T00:00:00",NA,NA,0,NA
"314","2015-11-10T00:00:00",NA,NA,0,NA
"315","2015-11-11T00:00:00",NA,NA,0,NA
"316","2015-11-12T00:00:00",NA,NA,0,NA
"317","2015-11-13T00:00:00",NA,NA,0,NA
"318","2015-11-14T00:00:00",NA,NA,0,NA
"319","2015-11-15T00:00:00",NA,NA,0,NA
"320","2015-11-16T00:00:00",NA,NA,0,NA
"321","2015-11-17T00:00:00",NA,NA,0,NA
"322","2015-11-18T00:00:00",NA,NA,0,NA
"323","2015-11-19T00:00:00",NA,NA,0,NA
"324","2015-11-20T00:00:00",NA,NA,0,NA
"325","2015-11-21T00:00:00",NA,NA,25,NA
"326","2015-11-22T00:00:00",NA,NA,51,NA
"327","2015-11-23T00:00:00",NA,NA,51,NA
"328","2015-11-24T00:00:00","SNWD",99,0,NA
"329","2015-11-25T00:00:00","SNWD",439,0,NA
"330","2015-11-26T00:00:00","SNWD",330,0,NA
"331","2015-11-27T00:00:00","SNWD",239,0,NA
"332","2015-11-28T00:00:00","SNWD",160,0,NA
"333","2015-11-29T00:00:00","SNWD",140,0,NA
"334","2015-11-30T00:00:00","SNWD",130,0,NA
"335","2015-12-01T00:00:00","SNWD",170,0,NA
"336","2015-12-02T00:00:00","SNWD",150,0,NA
"337","2015-12-03T00:00:00","SNWD",109,0,NA
"338","2015-12-04T00:00:00","SNWD",79,0,NA
"339","2015-12-05T00:00:00","SNWD",99,0,NA
"340","2015-12-06T00:00:00","SNWD",140,0,NA
"341","2015-12-07T00:00:00","SNWD",201,0,NA
"342","2015-12-08T00:00:00","SNWD",140,0,NA
"343","2015-12-09T00:00:00","SNWD",130,0,NA
"344","2015-12-10T00:00:00","SNWD",119,0,NA
"345","2015-12-11T00:00:00","SNWD",99,0,NA
"346","2015-12-12T00:00:00","SNWD",79,0,NA
"347","2015-12-13T00:00:00","SNWD",79,0,NA
"348","2015-12-14T00:00:00","SNWD",71,0,NA
"349","2015-12-15T00:00:00","SNWD",71,0,NA
"350","2015-12-16T00:00:00",NA,NA,0,NA
"351","2015-12-17T00:00:00","SNWD",30,0,NA
"352","2015-12-18T00:00:00","SNWD",320,0,NA
"353","2015-12-19T00:00:00","SNWD",279,0,NA
"354","2015-12-20T00:00:00","SNWD",249,0,NA
"355","2015-12-21T00:00:00","SNWD",211,0,NA
"356","2015-12-22T00:00:00","SNWD",140,0,NA
"357","2015-12-23T00:00:00","SNWD",130,0,NA
"358","2015-12-24T00:00:00","SNWD",130,0,NA
"359","2015-12-25T00:00:00","SNWD",119,0,NA
"360","2015-12-26T00:00:00","SNWD",310,0,NA
"361","2015-12-27T00:00:00","SNWD",269,0,NA
"362","2015-12-28T00:00:00","SNWD",269,0,NA
"363","2015-12-29T00:00:00","SNWD",279,0,NA
"364","2015-12-30T00:00:00","SNWD",269,0,30
"365","2015-12-31T00:00:00","SNWD",269,0,30
